Designator,Mid X,Mid Y,Rotation,Layer
C1,134.8,-83.4,0.0,top
C4,132.8,-83.4,0.0,top
C5,132.8,-82.4,0.0,top
C6,134.8,-82.4,180.0,top
D2,121.7,-99.4,180.0,top
J1,133.6,-90.05,90.0,top
J2,131.99,-54.3,270.0,top
J3,131.94,-71.67,270.0,top
J4,123.6,-92.0,270.0,top
R1,129.6,-90.7,270.0,top
R10,121.3,-97.8,180.0,top
R2,129.6,-92.9,90.0,top
U1,124.0,-82.5,180.0,top
Y1,128.9,-84.3,90.0,top
